canonical,meaning,summary,source_volume,source_headword
〜上,"A suffix which indicates the idea of ""from the viewpoint of,"" ""for the sake of,"" ""for the reason,"" or ""in terms of"".","A suffix which indicates the idea of ""from the viewpoint of,"" ""for the sake of,"" ""for the reason,"" or ""in terms of"".",Intermediate,上
上（に）,"A conjunction which introduces an additional, emphatic statement.","A conjunction which introduces an additional, emphatic statement.",Intermediate,上（に）
以上（は）,A conjunction indicating the speaker/writer's feeling that there should be a very strong logical/natural connection between wht precedes the conjunction and what follows it.,A conjunction indicating the speaker/writer's feeling that there should be a very strong logical/natural connection between wht precedes the conjunction and what follows it.,Intermediate,以上（は）
以外,"A dependent noun which means ""something/someone other than"".","A dependent noun which means ""something/someone other than"".",Intermediate,以外
何しろ,An adverb that indicates the speaker's emotive feeling about some extreme state of affairs.,An adverb that indicates the speaker's emotive feeling about some extreme state of affairs.,Intermediate,何しろ
〜何でも,A phrase that indicates the speaker's uncertainty about something.,A phrase that indicates the speaker's uncertainty about something.,Intermediate,何でも
〜例の,A phrase which signals that the referent of the following noun phrase is definite and that the speaker expects the hearer to understand what the referent is.,A phrase which signals that the referent of the following noun phrase is definite and that the speaker expects the hearer to understand what the referent is.,Intermediate,例の
〜分,A suffix which indicates the amount of something.,A suffix which indicates the amount of something.,Intermediate,分
〜得る （うる・える）,An auxiliary verb that expresses possibility.,An auxiliary verb that expresses possibility.,Intermediate,得る　（うる・える）
必ずしも,An adverb that indicates that the proposition expressed in the sentence is not always true.,An adverb that indicates that the proposition expressed in the sentence is not always true.,Intermediate,必ずしも
思われる,A verb that indicates what the speaker/writer feels spontaneously or his/her hesitation about asserting himself/herself.,A verb that indicates what the speaker/writer feels spontaneously or his/her hesitation about asserting himself/herself.,Intermediate,思われる
〜方をする,A phrase to indicate a manner of doing something.,A phrase to indicate a manner of doing something.,Intermediate,方をする
来,During a certain amount of time (something has continued up until the moment of speech or something has never been like the current state).,During a certain amount of time (something has continued up until the moment of speech or something has never been like the current state).,Intermediate,来
次第,A conjunction/noun to express that an action indicated by a preceding verb or an action implied by a preceding noun is a prerequisite for another action.,A conjunction/noun to express that an action indicated by a preceding verb or an action implied by a preceding noun is a prerequisite for another action.,Intermediate,次第
点（で）,"A noun which expresses the idea of ""a point of argument; a point of evaluation; a point of view"".","A noun which expresses the idea of ""a point of argument; a point of evaluation; a point of view"".",Intermediate,点（で）
〜目,A suffix which represents an ordinal number.,A suffix which represents an ordinal number.,Intermediate,目
〜確かに〜が,"A structure which expresses the idea ""indeed ~ but"".","A structure which expresses the idea ""indeed ~ but"".",Intermediate,確かに~が
結果,"A noun which expresses the idea ""as a result of"".","A noun which expresses the idea ""as a result of"".",Intermediate,結果
結構,An adverb that indicates that something exceeds the speaker's and/or hearer's expectation to a considerable degree.,An adverb that indicates that something exceeds the speaker's and/or hearer's expectation to a considerable degree.,Intermediate,結構
逆に,"An adverb to introduce an event which takes place contrary to one's expectation/intention, or an action or event which is converse to that stated in the preceding sentence or clause.","An adverb to introduce an event which takes place contrary to one's expectation/intention, or an action or event which is converse to that stated in the preceding sentence or clause.",Intermediate,逆に
途端（に）,A noun/adverb which expresses the idea that 'something occurred the moment someone did something or something took place'.,A noun/adverb which expresses the idea that 'something occurred the moment someone did something or something took place'.,Intermediate,途端（に）
通り（に）,A dependent noun which expresses the idea that someone does something or something takes place in the same way as something else.,A dependent noun which expresses the idea that someone does something or something takes place in the same way as something else.,Intermediate,通り（に）
〜限り（条件・範囲）,"A conjunction which expresses the idea ""as long as (a certain condition is met)"" or ""as long as (= to the extent)"".","A conjunction which expresses the idea ""as long as (a certain condition is met)"" or ""as long as (= to the extent)"".",Intermediate,限り
〜限り（期限・限度）,"A suffix which expresses the idea of ""(last) only until"" or ""limited"".","A suffix which expresses the idea of ""(last) only until"" or ""limited"".",Intermediate,限り (2)
際（に）,On the special occasion of/when.,On the special occasion of/when.,Intermediate,際（に）
〜面,"A suffix which forms a compound that means a side of X, or an aspect of X.","A suffix which forms a compound that means a side of X, or an aspect of X.",Intermediate,面
風に,With an appearance/style/tone/manner of ~.,With an appearance/style/tone/manner of ~.,Intermediate,風に
〜だけ,A particle which expresses a limit imposed upon something that is growing and expanding.,A particle which expresses a limit imposed upon something that is growing and expanding.,Basic,だけ
〜くらい,Approximate quantity or extent.,Approximate quantity or extent.,Basic,くらい
〜ことになる,"An event takes place as if spontaneously, irrespective of the speaker's volition.","An event takes place as if spontaneously, irrespective of the speaker's volition.",Basic,ことになる
〜ほど,A particle which indicates an extent or a degree to which someone/something does something or is in some state.,A particle which indicates an extent or a degree to which someone/something does something or is in some state.,Basic,ほど
〜わけだ（論理的帰結）,"The speaker's conclusion obtained through deductive, logical judgment or calculation on the basis of what he has heard or read.","The speaker's conclusion obtained through deductive, logical judgment or calculation on the basis of what he has heard or read.",Basic,わけだ
〜間,The space between two temporal or physical points.,The space between two temporal or physical points.,Basic,間・あいだ(に)
〜ば〜ほど,A structure indicating that something happens in proportion to the increase of extent/degree of action or state.,A structure indicating that something happens in proportion to the increase of extent/degree of action or state.,Intermediate,~ば~ほど
〜わけだ（事実の提示・強調）,"A phrase which presents a fact or truth known to the hearer as an introduction to a following statement, or which gives emphasis to a fact or truth which the hearer might not know.","A phrase which presents a fact or truth known to the hearer as an introduction to a following statement, or which gives emphasis to a fact or truth which the hearer might not know.",Intermediate,わけだ
〜間に,The space between two temporal or physical points.,The space between two temporal or physical points.,Basic,間・あいだ(に)
