volume,headword,dojg_entry_id,decision,canonical,relationship,summary
Intermediate,お~だ,251649cbad1d407e731c365308e783df0c176623821ab45787174e1db9ca3a72,create_new_canonical_candidate,,primary,A phrase which expresses the speaker's respect for someone when describing that person's action or state.
Intermediate,お~下さい,4343834555b7e97b64f1a74ce04429ffb1c5323696963c975d3ae48154fdfe50,create_new_canonical_candidate,,primary,A phrase which expresses a highly polite request.
Intermediate,おり,4b33491ac7650ca13bedba7afaa3ea3a6121103dbedb569cfaffd29c9dd5c8fa,create_new_canonical_candidate,,primary,Vます of the auxiliary verb おる.
Intermediate,か~か,00a5e10a88705b0a34243a0ec112885b5c73fe08e4fca52ef1ed5a8e650c02be,create_new_canonical_candidate,,primary,A structure to mark two choices or possibilities about which the speaker/writer is not sure.
Intermediate,かえって,5d05895ab5efead0c13223ddaab828af6342d2506b63d13e81e5507676f371e0,create_new_canonical_candidate,,primary,Contrary to one's expectation an opposite result comes about.
Intermediate,がたい,834c0fb45ce74711366a41dc78c4b112d2ccd6b46e744c25f6fec5d2410f439f,create_new_canonical_candidate,,primary,An auxiliary adjective which expresses the idea that for someone to do something is virtually impossible or impossible.
Intermediate,がち,072c20f3f4aa1f79bfc8ef595b9b95d5bb41b74e680b36f486ecdee02f0424de,create_new_canonical_candidate,,primary,A suffix to express an undesirable tendency in someone or something.
Intermediate,かと言うと,d5f66b0fe9fb97af890363cc45c26ab96dd6e6a08e384caf12c5e72d3c52b904,create_new_canonical_candidate,,primary,A conjunction to indicate the speaker's assertion that a popular belief is not right.
Intermediate,かな,4e416eea24dd66d179373fa258b505dffe0b0d12bf94f8b9c9f8bb96c2f68d57,create_new_canonical_candidate,,primary,A sentence-final particle that indicates a self-addressed question or a question addressed to an in-group member.
Intermediate,かねる,2e853ce1f3ff59f246b990f864a7122edbb886062928587606b9d6b01b53da2d,create_new_canonical_candidate,,primary,An auxiliary expressing that someone cannot do something even if s/he wants to do it.
Intermediate,から~にかけて,605fb34bc8234ff0c3a2938b55caa6f677254b2a9dc25013a46fa291d34a74d3,create_new_canonical_candidate,,primary,A structure that expresses coverage from one time/location into the other.
Intermediate,から~に至るまで,6d5c25ca6e1c88ba6a667d766318d681a2eaacfbcb43dd6890e80fe2486d263c,create_new_canonical_candidate,,primary,A structure that expresses a wide range of things.
Intermediate,からと言って,a1bf530a95a8e526f8c07bddb50808e7f00e6cf5907d724fd9f6fa93620fc62a,create_new_canonical_candidate,,primary,"A conjunction which introduces the reason for someone's action or for someone's having some idea, and conveys disapproval of the action or idea."
Intermediate,かろう,6f942af3184c952e1ae4113701d26f59f8f9b53631b062d5f7cc510e29ae3986,create_new_canonical_candidate,,primary,An auxiliary indicating the writer's conjecture which is not based on any particular information or evidence.
Intermediate,く,b82428318708aa59cec3fe10360234764214c197d8a969fd1f5226ce1cdefdc5,create_new_canonical_candidate,,primary,A continuative form of an い-type adjective.
Intermediate,くせに,dfb2a7f0bfc0198732beee3324b85ba3fa937da20271ac661111bffe47570b8a,create_new_canonical_candidate,,primary,"A conjunction which expresses the speaker's contempt, anger, or disagreement about someone's action, behaviour, or state."
Intermediate,こうした,565ab61780a5383876e53b0ae6214882a83e45b3c0ef671dddd8814282bd9721,create_new_canonical_candidate,,primary,A demonstrative which refers to someone or something mentioned as an example in previous discourse.
Intermediate,こそ,6a9fe11ee935e3082f868eda481dc36fed66519a8a71a738d0e9b4d2f5401a22,create_new_canonical_candidate,,primary,"A particle which emphasizes a word, phrase, or clause."
Intermediate,こと,3c24dca208186a34a1ce90fd67381d7bc0130ed7ec69799b16e3aa28745c2560,create_new_canonical_candidate,,primary,An auxiliary noun to express a command.
Intermediate,ことで,e918e3e0c89af01d89fd87b9ace282b59168c6d4772bf8b38d5e4e624f6f2633,create_new_canonical_candidate,,primary,A compound particle which indicates a means or a cause.
Intermediate,ことによる,d1c08b425b700b7e20c60487ad8becbe108e75f3a15a1cd371dcd5bfb4c326e3,create_new_canonical_candidate,,primary,A phrase which is used to present an event as the cause of something.
Intermediate,ことはない,5dc7cd0c63644dddc7d51a1e4e6d0d9840333842833de64d503cd5896411cb67,create_new_canonical_candidate,,primary,A phrase which expresses the idea that there is no need to do something or that there is no possibility of doing something.
Intermediate,この,be56175f925793397af9e7b6c5b9a09b6495dcbc5ce60aed5ad243a774c77700,create_new_canonical_candidate,,primary,A demonstrative adjective which indicates a time or time period around the moment of speech.
Intermediate,さ,d3464c665e1f5525c30e66656c19670c309ffd23e94c9e2a6fc86c67d968af27,create_new_canonical_candidate,,primary,A sentence final particle used in highly informal speech by male speakers to express different degrees of assertion ranging from a light touch comment up to opposition or imposition.
Intermediate,さえ,8e75334f289da67630d59368d0222d51a2a80f716497eba00ad6821d607cbb0a,create_new_canonical_candidate,,primary,"An emphatic particle which expresses the idea of ""even"" in non-conditional clauses (or sentences) or the idea of ""only"" in conditional clauses."
Intermediate,さすが,44c847e55a66497e772c07f8515a548a5df956542bd01f645f0df641a627fd7d,create_new_canonical_candidate,,primary,An adverb that expresses the speaker's/writer's strong feeling that something has turned out as s/he expected.
Intermediate,ざるを得ない,49594b2b22aa357c589684ffe105f769ea9d6fc4dc8ce5b6a25223e38f01c0ee,create_new_canonical_candidate,,primary,An auxiliary indicating that there is no other choice but to do something.
Intermediate,しかも,c3f1ccfac8de1efc112c272d3c62c365e9e57bb8a6e5b1fc0cb59d5e3f950c70,create_new_canonical_candidate,,primary,A conjunction which is used to provide additional important information.
Intermediate,したがって,da3c155972412ff017c9ee2a7e9d48f86c40535e1ce33933a4224dbe1c60224d,create_new_canonical_candidate,,primary,A conjunction that is used to indicate that a result/situation follows necessarily from the foregoing situation.
Intermediate,すぐ,3d0ccb11b6a647ea9cbb6438a03d96b710243ab17584d369afb4adff099f41a8,create_new_canonical_candidate,,primary,Without having much temporal or physical distance.
Intermediate,せい,7bac084d6378a7da9f47816c6f1eba6fd9c1eb787b1ad37dd0223e2451b6e13a,create_new_canonical_candidate,,primary,A dependent noun expressing a cause which brings about an undesirable result.
Intermediate,せめて,c44d43d51797ae1fccb36ffe3996ca32035831330265837313f5480ec3eb8803,create_new_canonical_candidate,,primary,An adverb that indicates the speaker/writer's minimally satisfactory level.
Intermediate,ぞ,20601f1fa450a9520b16e02b4df90bd805c9ac7c8dd0f4f12ae21fca0ab8f927,create_new_canonical_candidate,,primary,A sentence final particle that emphasises a male speaker's emotion about something in his monologue or his strong desire to draw someone else's attention.
Intermediate,そうかと言って,738ddbd4e6179a15dafe96d780ae94372c8474de939e4512ee97ce3e455e6dc6,create_new_canonical_candidate,,primary,"A structure which expresses that the speaker/writer cannot easily accept the corollary from the preceding statement owing to some circumstances, although he feels like accepting it"
Intermediate,そうになる,316900e4f945c72d5092f3c751815180a20c5ea1856c607f8bc9bfcf3c43eb20,create_new_canonical_candidate,,primary,A phrase expressing that something almost happens.
Intermediate,そこで,11a7d7b1966bdb051a558e6533e428bb58a318b31e0707e1cd0dac861c7b3172,create_new_canonical_candidate,,primary,A conjunction which connects a situation presented as a reason and an action taken because of that situation
Intermediate,そこで (2),40b2b7721f97d4cf414a9d7276fc95208be68ff9715e82cd6c93f1917632a8b5,create_new_canonical_candidate,,primary,A conjunction which connects an event and an action taken at the time of the event
Intermediate,そこを,a17df297d04e8cd9712010f8e1a91247dd16ceedb16643d5f17438657b8ea87c,create_new_canonical_candidate,,primary,A conjunction used to indicate that in spite of the negative situation mentioned in the previous part of the sentence/discourse some positive effort is made.
Intermediate,その上,aa67c5487f81776f9b6d7a4a56924b9ecd4ca3c9903a519fbc1dbc675676f1fc,create_new_canonical_candidate,,primary,"A conjunction which introduces an additional, emphatic statement."
Intermediate,それが,93074b8de6dc31487ecf782ff313da5503f2faafdae950c05092f842fd7917ce,create_new_canonical_candidate,,primary,An interjection which signals that the speaker is going to provide an unexpected response to a question.
Intermediate,それぞれ,830c89c723061f3cde0f7eefcb1f1ad4789332b545d1814d584920211bbae930,create_new_canonical_candidate,,primary,Each of two or more things/persons.
Intermediate,それでも,d7f9f44a343a5960a0b70fd507dad86eb0e1a56f46acaf4d35c6519f947f2b92,create_new_canonical_candidate,,primary,In spite of the circumstance expressed in the preceding sentence.
Intermediate,それと,e289a071941455e77374bcbcadeabbeab6936bdcd9ad3fc0ece863199c9a1353,create_new_canonical_candidate,,primary,A conjunction which introduces an additional item or statement.
Intermediate,それどころか,0422ec368777935177ea56bab9a7b946f4ed5e40fa51d53afc468357f97ef8c8,create_new_canonical_candidate,,primary,A conjunction that is used to indicate that the level/degree of a fact or a situation expressed in the second sentence is far above or below the level/degree of a fact or a situation expressed in the first sentence.
Intermediate,それに,deff48f4851565cd8e497aed02f602b6727e659c1dc8827e1d5c64c8ddb247b4,create_new_canonical_candidate,,primary,A conjunction which introduces an additional item or statement.
Intermediate,それは,622ae4046906ef70c920f5990d91dfc2b80b436e16807b6d060e8d4972a13e08,create_new_canonical_candidate,,primary,An interjection which is used when the speaker emphatically provides an expected response to a question.
Intermediate,それも,252e036cacdecb76e2a50a0424b3d94e1e0f4ccabd4144f9f6a6257b3f6e0047,create_new_canonical_candidate,,primary,A conjunction which is used to add more specific information to information about a rather uncommon action or state.
Intermediate,だが,7943cf862d5b410afffc1769df4fed547e6b2526c51381409495f771cdcc4fd8,create_new_canonical_candidate,,primary,A conjunction that expresses something that is contrasted with what is expressed in the previous sentence.
Intermediate,だからと言って,9d3776d053545a8d08aaaa6b5170e16ae926ce346b4e8d37f5d7634ca3f51586,create_new_canonical_candidate,,primary,A coordinate conjunction indicating that even if one accepts a premise expressed in the preceding sentence(s) one cannot jump to an expected conclusion from the premise.
Intermediate,だけで,74334cfddd5a0fa379d81434f9f2b0844cfca6b5fd2ad6dbcb3deecc447a5634,create_new_canonical_candidate,,primary,A phrase which expresses the idea that just doing something is enough for something.
Intermediate,ただ,6bcfeac065d58c576210056b2a0174e2d2d2018158548631817db071bb22b8a3,create_new_canonical_candidate,,primary,"An adverb which emphasizes the idea of ""only""."
Intermediate,ただの,8c138b11566a3a46ecfb9d3850acfe8d0dca212f58d164c50e692dae3c4681be,create_new_canonical_candidate,,primary,Not deserving to be mentioned.
Intermediate,たところで,0acc55dabedc1c122b01b4d214f68e82828d7455e109a47d4d84f55e3278be7f,create_new_canonical_candidate,,primary,Even if an action or a state were realised.
Intermediate,たびに,714a6a709fbfbe5a2ba2da260ecb624c2f23676a65b2accfa224f650f38ded57,create_new_canonical_candidate,,primary,"A conjunction to express that each time someone/something does something, something else takes place."
Intermediate,だらけ,195d46d8f5c5f22c9988ee0eed45710c5695b214af3ce41530ac8a7e3b9f67d8,create_new_canonical_candidate,,primary,A suffix that indicates that something/someone is covered or filled with something undesirable.
Intermediate,つつ,2b3be10f6d2d372938e28a9f2b595355291615a538db4030e135e9029fd632f3,create_new_canonical_candidate,,primary,(1) an auxiliary which expresses an action in progress; (2) a conjunction which is used to present two concurrent actions.
Intermediate,っぱなし,dccf3d649f571e90ce43f1d8b219335746cf648f99b03e9b0f645918519ebcac,create_new_canonical_candidate,,primary,"An auxiliary which expresses the idea that someone or something keeps doing something, or someone leaves something in an improper state."
Intermediate,っぽい,5b53db6f1157eca955bdaf252641ef63697b629ed97ccdb1434551c2d1231bf6,create_new_canonical_candidate,,primary,"A suffix that indicates someone/something has some distinctive characteristic or an attribute identified by a noun, an adjective, or a verb to which the suffix is attached."
Intermediate,つまり,1f967ebd6918953d4d0a72cb63ae198aec80d76a966f43a4a1495ce444e5734a,create_new_canonical_candidate,,primary,An adverb that is used to summarise or rephrase what has been mentioned/stated in the preceding context.
Intermediate,て,f4507f972c31a712965f6d970a4147f6189585da2d570a6d5ee4065931218187,create_new_canonical_candidate,,primary,After/since a point in time at which something takes place.
Intermediate,で,7f936ef1cf993deef77d87a1f75af8eff0c09695ec719a96bc056d191e320111,create_new_canonical_candidate,,primary,"A particle which indicates a basic quantity, for each of which certain amount is associated."
Intermediate,である,ae64efced42e9366becba15cf4f32620d08f433a3140f27b14a126d5c83852a4,create_new_canonical_candidate,,primary,A copula which is used in formal writing and formal speech.
Intermediate,であろう,808b3bf0f4bcf4affed23b616dd8d0afc1cde56f6371e35575728c5ddedcb51d,create_new_canonical_candidate,,primary,An auxiliary which indicates the writer's conjecture which is not based on any particular information or evidence.
Intermediate,ては,0b297f0ea6d4f288d74d16bb99678098d35a821e52c1b68b1c93d63d11e72fc3,create_new_canonical_candidate,,primary,A conjunction which presents an action/state as a topic about which a negative comment is given.
Intermediate,て初めて,10a89acdc84bc5b6b86f82c2bdb0dd2fda9c8ec48fda5dd549986f1ec64cbdcf,create_new_canonical_candidate,,primary,A phrase which expresses the idea that someone does something or something happens only after something else happens or something else is done.
Intermediate,と,3fcc9f6b58cac841ff3ddefe464270650e0c03174522def6a3848b59a90f6020,create_new_canonical_candidate,,primary,"A particle which makes an adverbial clause, with a verb of saying/thinking/understood after it."
Intermediate,ということは,90b8ca5ad224085f4e397adb226aac0b335b2f096f385b7e064846c663984bff,create_new_canonical_candidate,,primary,A phrase which changes a sentence into a topic noun clause.
Intermediate,というのに,4ee6af944b541ef6fe5be45ba80a11f9b8f3b4d17496a8da6724fd03766fd1c6,create_new_canonical_candidate,,primary,A conjunction to indicate that an action/state takes place quite contrary to one's expectation.
Intermediate,というのは~ことだ,f75ddb839eeec7dba9101cab98453ca94fc1ca23673d7b75cab0a1695e5191e5,create_new_canonical_candidate,,primary,"A structure which is used in interpreting, explaining, or defining a word, a phrase, or a sentence."
Intermediate,というより（は）,1494c9524891076e0ec08cccaf210982dac5273604be99afcd638677646b853f,create_new_canonical_candidate,,primary,A phrase that is used to indicate more accurate characterisation of someone or something.
Intermediate,という風に,7a3c32c7a15a14acc6cf8f42db04dd5b08756d24a91dd1ee1925041f02a19982,create_new_canonical_candidate,,primary,A phrase which expresses a manner or a way in which someone does something.
Intermediate,どうせ,fca6c250bd80d9a66ff1b9c8c14d80775a1eeecea0db1174ad942b545fe449c8,create_new_canonical_candidate,,primary,"An adverb that indicates the speaker/writer's feeling that no matter what s/he does or how s/he does it, the situation will not change."
Intermediate,とうとう,d5bcd133e713422d30ccfd6622d59cd894c8fa86b74190ef1a4f60ec6dfdc040,create_new_canonical_candidate,,primary,An adverb that is used to express the eventual arrival of an expected situation.
Intermediate,どうも,683f3a7f124472e75ff35ba81b1b78b3fa0730a3c12e063ea01fd361133000e0,create_new_canonical_candidate,,primary,An adverb to indicate that one cannot make a definite statement about something due to lack of hard evidence.
Intermediate,とかで,4eb1b6bfc0c7a78de464d1ff488e7b31175b8203c6335655c23fa361919336ec,create_new_canonical_candidate,,primary,A conjunction that is used to give an uncertain reason for something.
Intermediate,ところ,e9154505bfe5ed13d97f92d660938d275ff235dd11b13f99f39088b6913d1c95,create_new_canonical_candidate,,primary,"A dependent noun which is used to express the idea that when someone did something, something took place as the result."
Intermediate,ところが,f6b7bea40ad86a90ab9ec38160923e0a64f0efabfdf55ab2c852d09b3f9b2865,create_new_canonical_candidate,,primary,A conjunction which is used to present what in fact happened or what is in fact the case when something else was/is expected.
Intermediate,どころか,6bedd03c434566f8819345550fcc3acf4e7806c48f7b92a9420625d166c016e2,create_new_canonical_candidate,,primary,A conjunction indicating that someone/something is very far from an expected state.
Intermediate,とする (1),38f06ea25cd7965e09c0f6417c43720f085522dc75d169a0a76f9f81b60914bb,create_new_canonical_candidate,,primary,A phrase indicating that someone assumes something.
Intermediate,とする (2),96eee55353f77f40c0eceddcc14f6b49bc1e7c23acd30fc721e65e2412352382,create_new_canonical_candidate,,primary,To have a sensory or psychological experience.
Intermediate,となる,f05a5d03e1d35cfcfa6db2f4ad0bcde2f315a721b22ac493066b22f885901305,create_new_canonical_candidate,,primary,A phrase which expresses the idea that someone or something becomes something.
Intermediate,となると,aee8bbb2dec64868e626ed5a4911d50ac5e4232efd20e8303c0eece8f6d790e8,create_new_canonical_candidate,,primary,"A phrase which expresses the idea ""when it comes to"" or ""if it is true that""."
Intermediate,とは限らない,17e5798531cd503a6fc1d74068540ae40c8ecf3257fdddbd17e5d944b5feb317,create_new_canonical_candidate,,primary,"A phrase which expresses the idea ""not necessarily""."
Intermediate,とも,1fe22fcbd0ad46d9fc8f08a52f0bffd45703699b9e729ecb3f057f851fcf747b,create_new_canonical_candidate,,primary,A conjunction in written Japanese that is used to express a concession.
Intermediate,どんなに~（こと）か,0050185d983eb2e9767827d782a0f7f767d20a5d1e683a39ef11e4675053019d,create_new_canonical_candidate,,primary,A structure that indicates an exclamation about the degree to which an action or state takes/took place.
Intermediate,と共に,21ba0a5321f0079bdb31ffedd3cb058115424f5221c4bacac04bc1701ea7c945,create_new_canonical_candidate,,primary,"A phrase which is used to express the idea that A and B share a common property or do the same thing together, that two things take place at the same time, or that someone or something possesses two properties."
Intermediate,と同時に,c6b284f70dc7322be07788ba1a80dd53b795624f873da400ec9e04e82cfcc514,create_new_canonical_candidate,,primary,"A phrase which is used to express the idea that someone does something or something takes place at the same time as another action or event, or that someone or something is in two states simultaneously."
Intermediate,と言うと,2dbc1b9e0acce6f97bba531187c57f4797ba271fab00542f478d171dbacb7f8e,create_new_canonical_candidate,,primary,A phrase which is used when something which someone has mentioned causes an involuntary response.
Intermediate,と言っても,6ad2df5356a57c093556ceab488b178182e5070e64d7a449851cd245543094b5,create_new_canonical_candidate,,primary,A phrase which is used to clarify a statement in the preceding discourse which might be misleading.
Intermediate,なあ,9dec00bce9b6196b0896f71ca565c4adfff47f8ea1a9a10cc7cf6f000203c37c,create_new_canonical_candidate,,primary,An exclamatory sentential particle which is used in informal male speech.
Intermediate,ないことも / はない,d060159996498bb3e91858cba34da52170ae8d528421934283da40b07bec23fd,create_new_canonical_candidate,,primary,A double negative phrase used to make a conditional affirmative statement.
Intermediate,なかなか,371a8a6318054d9411020300b5091f3ba082921e4a68c875d21dadf01fd45070,create_new_canonical_candidate,,primary,An adverb used to indicate the speaker's feelings that something is impressive or his annoyance at slowness or difficulty in achieving something.
Intermediate,なく,d35a67e6649bae70098785cc6bc516d364bebfa320032b7f327b344a082874d3,create_new_canonical_candidate,,primary,a continuative form of ない used in written Japanese (to indicate a reason/cause for what follows if ない is attached to Adjective (い/な) and contrast if it is attached to a Noun+Copula).
Intermediate,なしでは,b5bd58d5f347e38f0b769eb2fb4fd919cebfd1501dc90d50810385f9c283ae5f,create_new_canonical_candidate,,primary,If something/someone is missing.
Intermediate,などと,5ec5b0e974655d5f015595d62b9e19c775df06598e28748462fab96921dca928,create_new_canonical_candidate,,primary,A compound particle that indicates an approximate quote of words or ideas.
Intermediate,ならない,64e19d04dcb3e2562b84c112b6d386f7806bc4662fa2ae850130a4590a3b935e,create_new_canonical_candidate,,primary,A phrase that is used to express insurmountable psychological or physical feelings.
Intermediate,なり~なり,a3abe3ab9ee8f2c6117838f5a4703f312e1bb1c6226623b85490705d665ed624,create_new_canonical_candidate,,primary,A phrase to indicate two representative choices/examples.
Intermediate,なりに,ad0c40e3908317b9246cc4b2d4cecc542fd2f9e4b7ff7c6825c4d204d7f5efb6,create_new_canonical_candidate,,primary,In a way/style that is proper to someone/something.
Intermediate,に,ef6719bde7c9eca5ccf10d9227a70050f6c5b8c311766d86e1feb1bc412c14bb,create_new_canonical_candidate,,primary,A sentence final particle that expresses the speaker's feeling of great regret or sympathy.
Intermediate,において/おける,058eb4892d9adce94b61a0f78c693afc0a0fd7a135bfb45ef961da0f0b30cec9,create_new_canonical_candidate,,primary,"A compound particle which indicates the place of an action/event, a state or time."
Intermediate,について,764fb55ab0a8d885fcaaf2998b7d323ae9f6a4b86a20534cbfd4492ac4dbd4c5,create_new_canonical_candidate,,primary,Concerning something/someone.
Intermediate,につき,df9e136c13da1d8f9541d528f4c223b98c7ebd461d61f397c193718df902a080,create_new_canonical_candidate,,primary,A compound particle which expresses a rate or ratio.
Intermediate,につれて/つれ,15cdd55ab2d3d7149ec26d38373927fbf4eef8f8b254047940334c29f3495f25,create_new_canonical_candidate,,primary,A phrase used to indicate that a change occurs in accordance with another simultaneous change.
Intermediate,にとって,4ca2d93e6e3a2b12d9a45bfcb7ac98042aa6197b5234e938ae13e8b494a600aa,create_new_canonical_candidate,,primary,From the standpoint of; so far as someone (or something) is concerned.
Intermediate,になると,68e57a7235f1e109eb7d90a280e2bca9888a8f45109e7b7e10e0b30dee0d1d6d,create_new_canonical_candidate,,primary,A phrase that expresses the time when an uncontrollable state or a habitual action occurs.
Intermediate,には,f39d6049f96c15641aad3a726259b5524031553e057cd531d965426abf984236,create_new_canonical_candidate,,primary,A conjunction/compound particle to indicate a purpose for doing something.
Intermediate,にほかならない,65d36aa46b113943b6f9b18f5cfdea6374b2de5b49a168e8b1d4add43b5883a5,create_new_canonical_candidate,,primary,A phrase that is used to indicate that an action/state mentioned in the topic phrase or clause is nothing but something.
Intermediate,にもかかわらず,d183a271658cf4e8f2f27bcefeab3d18abe3faafe6c53f8b3bbd991b9c0dd98e,create_new_canonical_candidate,,primary,Without any relation to a preceding event/situation.
Intermediate,によって/より,0bfcde24aafb270e753692794faadd529a020d5fe71f2472dfa1f7618608c13b,create_new_canonical_candidate,,primary,"A particle that indicates means, cause, agent of passive sentence, or dependency on a situation."
Intermediate,に代わって,a3b51f56c9a983003eb93e2f3b7f2acafb188960cb4a77ea6ec220f84dd3a35e,create_new_canonical_candidate,,primary,A compound particle to express replacement or substitution of a regular person/thing by someone/something.
Intermediate,に反して/反する,7f8720460aa7b3905083615ad15f8da0d8d9419bad9e72013f9c6e6a0591afda,create_new_canonical_candidate,,primary,Contrary to or in contrast to.
Intermediate,に基づいて/基づく,32cead61bdccfdc1d35fb99a7243421a27ce0ab3af857740edf8169925f1e7b5,create_new_canonical_candidate,,primary,With something as a basis.
Intermediate,に対して/対する,0debcbda8c5e4d956ae573042994007b2a822b3f5f4aad0b82f0b409cd989e4d,create_new_canonical_candidate,,primary,"Regarding something/someone one opposes, compares, or shows interest in regarding something/someone one opposes, compares or shows interest in."
Intermediate,に当たって/当たり,8467e71a4ebd34de76e79f9507341a22f331ae71fa9beb58f046b42402e2064f,create_new_canonical_candidate,,primary,A compound particle that indicates occasion of doing something or of having done something in formal Japanese.
Intermediate,に従って/従い,a8765791a0f92dbce496c05438bb58627f99878802081422bc76940c457c874e,create_new_canonical_candidate,,primary,Something spontaneously and gradually occurs in accordance with some change.
Intermediate,に比べると/比べて,7ee22443e249679513486c005aa33e4ffeb2cb2fb7daff258e34a18824e8a7b6,create_new_canonical_candidate,,primary,If we compare (it) with/to; comparing (it) with.
Intermediate,に過ぎない,96b74fc9acf321f425615ee8ba8e3a60af5eda5971401d508748d90fd78c71e3,create_new_canonical_candidate,,primary,"Something or someone is nothing more than what is stated in terms of amount, degree, status, significance, etc."
Intermediate,に関して/関する,c1176d4864cd63f3f7272810c56c5aa5bb01b1900d740b778bb680536c33115e,create_new_canonical_candidate,,primary,Related to.
Intermediate,に限って,1e52ec2034a9decc977ab26d6adc4e9475ce3c1b2c08d6ebb1fdeca2cb321773,create_new_canonical_candidate,,primary,A compound particle to show that only X is different from others.
Intermediate,に限らず,005e913bef64e798ba7f7fcaba06b19120c387d9ca022e40026093de17a8ebfd,create_new_canonical_candidate,,primary,Not limiting something to ~.
Intermediate,ぬ,62f0230c598940be0e4c1c1f74842a85afcd1eba67fe139b2345e61d996062a7,create_new_canonical_candidate,,primary,An archaic auxiliary that indicates negation.
Intermediate,ねばならない,b1f46364ce0cb74a57981632f0b87cad203e99750e6c357617c1499a8a141551,create_new_canonical_candidate,,primary,"A phrase that indicates duty, obligation or necessity."
Intermediate,のこと,ecc230aaa7443f1128e26d85d0a0bc9ebb40c9099854e0805add424749478040,create_new_canonical_candidate,,primary,Things of/about.
Intermediate,のことだから,140efc0567a4234ab66a62fecae5245de9de3bec29c96c85deb85e9f3ccd7c57,create_new_canonical_candidate,,primary,Because it is a matter of X with which/whom something is habitually the case.
Intermediate,のは~のことだ,4e230708f4f11f7d6eb3f1fcc7b9454c31607f855a310648475ebcab38425df9,create_new_canonical_candidate,,primary,A structure which focuses on a time when something takes place.
Intermediate,のみ,b0fd4f3f1059ab6cbc64c9aa5e5cfc8c5236da46658430d01c07ecc38538bd63,create_new_canonical_candidate,,primary,"A particle which expresses a limit imposed upon an action, event, or a state."
Intermediate,の上では,149463c534de171c2c40d26660d165256052424aa27b22e887b653c84cc3e8e2,create_new_canonical_candidate,,primary,As far as ~ is concerned.
Intermediate,の下で,bb5c0063ebcc1eda8873753605b99c777c8a54b4bfe0d7a34453c6d99c5a5ddc,create_new_canonical_candidate,,primary,Under some object; under the control or influence of someone or something.
Intermediate,の関係で,3283273b8a2d39d3eb6b025484cc51de02094e7dfed736daba895e117b0fe08f,create_new_canonical_candidate,,primary,A phrase indicating that something takes place or does not take place because of something.
Intermediate,は,74f7198ddfda7d5896bfac17210616e78fc198b95110a396b20b7acf9c638b1c,create_new_canonical_candidate,,primary,A particle which emphatically affirms or negates the proposition represented by the preceding verbal and other related elements.
Intermediate,は言うまでもなく,6d8c99d0efa89b9b1eb9d3b1e7829944ce4669ac3466f86f97bd819a81cd1142,create_new_canonical_candidate,,primary,An adverbial phrase that conveys the meaning of 'not to speak of something/someone'.
Intermediate,べきだ,9c3a0499b53a85b8dc9d74df5c0d6c28d0f546f113fc83ffc731be00952931f7,create_new_canonical_candidate,,primary,An auxiliary which expresses the speaker's judgment that someone/something should do something or should be in some state.
Intermediate,まい,a027bce47238cdd739eee082adbd56a85f70fa80e92a3acc6700afc86a2aff93,create_new_canonical_candidate,,primary,An auxiliary which expresses the speaker's negative volition or conjecture.
Intermediate,まさか,84ad6895194cbf3bbfb8deb0c6cbfe9bba04293ead0afe690b69b2295f839f38,create_new_canonical_candidate,,primary,An adverb that indicates the speaker's strong belief that something is not expected to (have) become a reality.
Intermediate,ましだ,496a9c2c08a6cee54c4e552674d491a0327292e9923bfc4e76dc78591f0345b6,create_new_canonical_candidate,,primary,A phrase indicating that although someone/something (or some situation) is not satisfactory it is better than someone/something else.
Intermediate,または,fbf1c1ac95a523ac867e0e3daa4c71d9f8e3bc5d25773fe3df7eb60d05b83efb,create_new_canonical_candidate,,primary,A conjunction which connects two choices or possibilities expressed by noun phrases or sentences.
Intermediate,までもない,85c2e1270566426891c970b36fc9e3f57412f4a3b8aa18b5e80e1f5b855f143b,create_new_canonical_candidate,,primary,There is no point in going as far as to do something.
Intermediate,みせる,ec3c43c8ae1422402cc001fda314bf0e03e6f588133ab1099f63d1bc4a7726d5,create_new_canonical_candidate,,primary,The speaker's strong determination to achieve something for others to see.
Intermediate,も,5149b65a93dac18d5f15abf82eb2f44a10d9c57e1443468a7345f21870df5114,create_new_canonical_candidate,,primary,A particle which implies that something else is also (not) the case.
Intermediate,も~も,db837f48a9cd976776727e798cd0f268dd368643a445d341bc3ed10b3f28c307,create_new_canonical_candidate,,primary,A structure which presents two states or actions of someone or something.
Intermediate,もの（だ）,1382da842e29911ec1c1eb6df641d59aed31c1cfd52e4c4189d209e415e14d17,create_new_canonical_candidate,,primary,A dependent noun which is used to create a sentence structure which presents a characteristic of something.
Intermediate,やっと,b3a8d1ecfe341eab183936c82472118c827bf197326d87f84b1b72fb322f99f2,create_new_canonical_candidate,,primary,An adverb to indicate that something desirable has been finally achieved or will be eventually achieved though with great difficulty.
Intermediate,やる (1),35b13963908ee446e0fdf9b9ece47559110539d62b82d30f085dfad4cfa0be90,create_new_canonical_candidate,,primary,To cause something/someone to move to a place or to do/eat/drink something.
Intermediate,やる (2),9cd06feab8f7e56e4a34b6073838c3ff5acecd3e826aa54cfa1c053085b0ce41,create_new_canonical_candidate,,primary,An auxiliary verb which expresses the idea that someone does something undesirable to someone else when he/she knows his/her action will cause hardship or trouble.
